search_term,Unique User Count,Result Count,No Results Count,No Result Percentage,Using Autocomplete,Using Free Text
orchidbox,1,0,1,1,0,0
mauv3,1,0,1,1,0,1
dried and preserved flowers statice white,1,0,1,1,1,0
foilage,2,2,1,0.5,0,3
parfavolia,1,0,1,1,0,1
berber daisys,1,0,1,1,0,1
borage,1,0,1,1,0,1
succulents,1,1,1,0.5,0,2
dogwooe,1,0,1,1,0,0
joide,1,0,1,1,0,1
teick,1,0,1,1,0,0
alemendra,1,0,1,1,1,0
baby+breath,1,1,1,0.5,0,0
lupine,1,0,1,1,0,1
berries viburnum red,1,0,1,1,1,0
"chrysanthemum disbuds/ mums cremon artic queen ",1,0,1,1,0,1
frogs,1,0,1,1,0,1
beronic,1,0,1,1,1,0
pink stock,2,3,1,0.25,0,2
scanio,1,0,1,1,0,1
salinero,1,0,1,1,0,1
asperengii,1,0,1,1,0,1
zinias,1,0,1,1,0,1
helbore,1,0,1,1,0,1
coral garden roses,1,0,1,1,0,1
feverfww,1,0,1,1,1,0
" status",1,0,1,1,0,1
grasses bear grass,2,1,1,0.5,2,0
white accent flower,1,0,1,1,0,1
chanomile,1,0,1,1,0,0
rosw,1,0,1,1,0,1
anemone bicolor white -blush shade farm choice (shades may vary),1,0,1,1,1,0
stck,1,0,1,1,0,1
cafe latte,5,5,1,0.16666666666666666,0,3
chococ,1,0,1,1,0,0
roses green tea,1,0,1,1,1,0
feverfewq,1,0,1,1,0,1
anthiriums,1,0,1,1,0,1
baliah,1,0,1,1,0,1
runun,1,0,1,1,0,0
ranunsulus,1,0,1,1,0,1
frit,1,0,1,1,0,0
euclalyptus,1,0,1,1,0,1
scabiosa annabelle,1,0,1,1,1,0
"herbert ",1,0,1,1,0,0
sunflower procut lite white,1,2,1,0.3333333333333333,2,1
phaelonopsis,1,0,1,1,0,1
foxgloves,1,1,1,0.5,0,2
dleph,1,0,1,1,0,1
helleborous,1,0,1,1,0,1
perserved,1,0,1,1,0,1
corn flower blue,1,1,1,0.5,2,0
antheriums,1,0,1,1,0,1
ranunculus winterwood rasphberry (lila / lavender),1,0,1,1,1,0
perennial,1,0,1,1,0,1
explosian,1,0,1,1,1,0
tobet,1,0,1,1,0,1
grasses explosion,2,4,1,0.2,5,0
sinesis,1,0,1,1,0,1
isra,1,0,1,1,0,1
hygragea,1,0,1,1,0,1
gingers,1,0,1,1,0,0
ashkey,1,0,1,1,0,0
flowerpot,1,0,1,1,0,1
smilaz,1,1,1,0.5,0,1
lots,1,0,1,1,1,0
hydr,2,2,1,0.3333333333333333,0,3
anthurium white (small),1,0,1,1,1,0
greenball,1,0,1,1,0,1
boquets,1,0,1,1,0,0
mini carnation (spray) canela vintage (peach/pink),1,0,1,1,1,0
chammmile,1,0,1,1,0,1
rudebekia,1,0,1,1,0,1
drango,1,0,1,1,0,1
dahlias karma prospero lilac,1,0,1,1,1,0
waxflwoer,1,0,1,1,0,1
dafoodil,1,0,1,1,0,1
eupatorium,1,0,1,1,0,1
delphiniumm,1,0,1,1,0,1
leatherleaf fern,1,0,1,1,0,1
"lizianthus ",1,0,1,1,0,1
ladies mantel,1,0,1,1,0,1
"supplies ",1,0,1,1,0,0
gladiosa,1,0,1,1,0,1
delphiim,1,0,1,1,0,1
quicksance,1,0,1,1,0,1
anenme,1,0,1,1,0,1
likies,1,0,1,1,0,0
peter brand peony,1,0,1,1,0,0
solidgo,1,0,1,1,1,0
symphyotrichum pilosum,1,0,1,1,0,1
scabriosa,1,0,1,1,0,1
herbes,1,0,1,1,0,1
yarrowdelphinium,1,0,1,1,0,1
astransia,1,0,1,1,0,1
matso,1,0,1,1,0,1
garden roses toffee caramel,2,2,1,0.5,3,0
campanulua,1,0,1,1,0,1
hydrangera,1,0,1,1,0,1
sunflowersassorted,1,0,1,1,0,1
ryuscus,1,0,1,1,0,1
peony ann cousins,3,2,1,0.3333333333333333,3,0
"garden roses spring assorted (12 juliet, keira, leonora, purity)",1,0,1,1,1,0
"lysinachia ",1,0,1,1,0,1
vuvuzela,1,0,1,1,0,1
eriostemon flowering,2,1,1,0.5,2,0
eucalyptus assorted,2,2,1,0.3333333333333333,2,1
delohinium,1,0,1,1,0,0
hydrangea bicolor pink peach select,1,0,1,1,0,0
marguerite,1,0,1,1,0,1
olive,7,13,1,0.1,0,9
foxtail lily short assorted,1,0,1,1,1,0
marie theresa,1,0,1,1,0,1
loveinamist,1,0,1,1,0,1
iceberg,1,0,1,1,0,1
forattini,1,0,1,1,0,0
mozz,1,0,1,1,0,1
labender,1,0,1,1,0,0
papyrus stalks,1,0,1,1,0,1
"bouquets aga - bloom blush 23 st ( roses siente 5 spray rose apricot 3 carn blush 3 anemona white 3 ",3,2,1,0.3333333333333333,3,0
cocolus,1,0,1,1,0,1
alstroemeria  pink dubai netted,3,3,1,0.25,4,0
osalal,1,0,1,1,0,1
amaranthus,40,78,1,0.015873015873015872,0,57
scottishthistle,1,0,1,1,0,1
"moab ",1,0,1,1,0,1
plumosas,1,0,1,1,0,1
rasberry,1,0,1,1,0,1
cotins,1,0,1,1,0,1
bupleurum griffithii,1,0,1,1,1,0
bluplerium,1,1,1,0.5,0,2
seafoam,1,0,1,1,0,1
columbine,1,0,1,1,0,1
lisianthys,1,0,1,1,0,1
zinnina,1,0,1,1,0,1
animone,1,0,1,1,0,1
lady glove,1,0,1,1,0,1
garamd,1,0,1,1,1,0
garden roses campanella peach,3,3,1,0.16666666666666666,3,1
pomponette,1,0,1,1,0,1
"baby breath ",1,0,1,1,0,0
raspberries,1,0,1,1,1,0
scabisoa,1,0,1,1,0,1
tweedia,16,23,1,0.045454545454545456,0,16
tuberrose,1,0,1,1,0,1
calendula,2,1,1,0.5,0,2
quicksad,1,0,1,1,0,1
yoga trendsetter,1,0,1,1,0,1
unicornio,1,0,1,1,0,1
eucalyptues,1,0,1,1,0,1
" crisantemum",1,0,1,1,0,0
persian buttercups,1,0,1,1,0,0
delpinim,1,0,1,1,0,1
mums,10,14,1,0.08333333333333333,0,12
eculyptus,1,0,1,1,0,1
trending flowerfs,1,0,1,1,0,0
cappucibo,1,0,1,1,0,0
moob,1,0,1,1,0,1
excimo,1,0,1,1,0,1
"mixed bouquets ",1,1,1,0.5,0,2
limolum,1,0,1,1,0,1
stipa,1,0,1,1,0,1
codmmodore,1,0,1,1,0,1
mini calla assorted,2,1,1,0.5,2,0
ostin,1,0,1,1,0,1
tulp,1,0,1,1,0,1
calla's odessa black,1,0,1,1,1,0
thistleroses,1,0,1,1,0,0
cremones,1,0,1,1,0,1
anemone white,2,1,1,0.5,0,1
crespeida,1,0,1,1,0,1
calendula orange,2,1,1,0.5,2,0
floraprima,1,0,1,1,0,0
rentate,1,0,1,1,0,1
greens,16,36,1,0.03333333333333333,0,16
wysteria,1,0,1,1,0,0
planety,1,0,1,1,0,1
garden roses princess hitomi,2,2,1,0.3333333333333333,3,0
daffodils assorted,3,3,1,0.3333333333333333,4,0
rancunulu,1,0,1,1,0,1
"david austin garden roses phoebe (coral transitions from apricot orange to a soft, natural pink)",2,1,1,0.5,2,0
"gerbera large flowered christmas assorted ( 20 white, 20 red, 10 hot pink or light pink)",1,0,1,1,1,0
sienta,1,0,1,1,0,1
hypericun,1,0,1,1,0,1
icecap,1,0,1,1,0,1
gerbras,1,0,1,1,0,1
stock baby pink (lavender),2,1,1,0.5,2,0
saldal,1,0,1,1,0,0
brown roses,1,1,0,0,0,0
be loving spray rose,0,1,0,0,0,1
"garland eucalyptus ",1,2,0,0,0,0
teal,1,1,0,0,0,1
peony sarah bernhardt (min bud 1.77 inch_7-9 inch bloom),1,1,0,0,1,0
white petals,1,1,0,0,0,0
daff,2,5,0,0,0,3
burgundy,6,18,0,0,0,9
protea,15,34,0,0,0,21
ranunculus purple 40cm,1,1,0,0,0,0
ranunculus elegance hot pink,0,5,0,0,5,0
"dendrobium #3 assorted (white, purple, bom)",1,1,0,0,1,0
matricaria (feverfew) assorted,3,5,0,0,5,0
"yellow ranunculus ",1,1,0,0,0,0
moon series,1,1,0,0,0,1
peony coral sunset aa grade (35mm),0,1,0,0,1,0
mini sunflowers,1,1,0,0,0,1
aster spray solidago royal blue (airbrushed),1,1,0,0,1,0
white daisy,0,3,0,0,0,0
mokara saraya,1,6,0,0,0,6
fall mixed box,1,1,0,0,0,1
bouquet holders,1,1,0,0,0,1
pink carnation,3,7,0,0,0,7
"bouquets  efg flo - turkey time (3 red roses, sumerset cremon, 2 bronze cushion, bronze cushion, tin",1,1,0,0,1,0
coffee break rose,1,1,0,0,0,1
arya,1,5,0,0,0,5
"gyp babys breath (6 ft long, 6-8 in width) ",0,1,0,0,1,0
liatris peruvian purple,1,1,0,0,1,0
secret garden,1,1,0,0,0,1
"cymbidium ranunculus ",1,1,0,0,0,0
saponaria,1,2,0,0,0,2
millenial,0,1,0,0,1,0
magnum,1,1,0,0,0,1
white amyrilss,1,1,0,0,0,0
"snap dragon ",0,1,0,0,0,0
bupl,1,1,0,0,0,1
fever few,2,2,0,0,0,1
"spray roses apricot ",1,1,0,0,0,0
"filler ",1,5,0,0,0,5
trachelium,1,1,0,0,0,1
"smilax ",1,2,0,0,0,0
garden roses notting hill,2,3,0,0,3,0
garden roses aurora gardens (white to cream color),1,1,0,0,1,0
roses pink mondial,3,5,0,0,5,0
mandarin,0,1,0,0,0,1
manzanita xl,0,1,0,0,1,0
spray roses pink,0,1,0,0,0,1
lilies asiatic ducati 3/5 bl,1,2,0,0,2,0
astrantia light pink,2,2,0,0,2,0
"garden roses ",4,8,0,0,0,2
"fantail ",1,1,0,0,0,1
mixed box foliage bunch mt assorted,0,1,0,0,1,0
"campanula ",0,1,0,0,0,1
light yellow,3,5,0,0,0,3
myrtle green,1,1,0,0,0,1
agapanthus,3,6,0,0,0,5
butterfly dianthus,0,1,0,0,0,1
white toses,1,1,0,0,0,1
chrysanthemum disbuds/ mums bombon (ball) superbowl,1,1,0,0,1,0
peony rose,1,1,0,0,0,1
pink spray roses,1,1,0,0,0,1
"orange ",1,1,0,0,0,1
roses sahara,5,9,0,0,9,0
white garden rose,13,18,0,0,0,6
elegance white,2,2,0,0,0,0
spray roses peach,1,3,0,0,3,0
matricaria (feverfew) assorted farm choice (shades may vary),1,1,0,0,1,0
green marigold,0,2,0,0,0,0
anemone yellow,1,2,0,0,0,2
chrysanthemums,1,1,0,0,0,1
lilies pink,1,1,0,0,0,0
white majolika spray rose,1,1,0,0,0,1
"alstroemeria bella orange ",1,1,0,0,1,0
peony white,1,1,0,0,0,0
willow pussy willow,0,1,0,0,0,0
pittosporum+green,1,1,0,0,1,0
white peo,1,1,0,0,0,1
spring,3,8,0,0,0,2
coral charm,12,12,0,0,0,11
anemone mistral plus red,0,2,0,0,0,2
hydrngea,1,1,0,0,0,0
valentine assorted hot pink white pink,2,7,0,0,0,7
garden spirit,1,1,0,0,0,1
x pression,1,2,0,0,0,2
garden roses enchantment,1,1,0,0,1,0
eyed susan,1,1,0,0,0,0
pre made bouquet,1,1,0,0,0,1
"japanese fantail ",1,1,0,0,0,1
roses frutteto,1,1,0,0,0,1
"scabiosa vanilla ",0,1,0,0,0,0
white hyndrangea,1,1,0,0,0,1
konfetti rose,1,6,0,0,0,0
snapdragons white,1,3,0,0,0,3
"grand jubilee ",0,2,0,0,0,0
david austin roses,0,1,0,0,0,0
matricaria (feverfew) baya,4,5,0,0,5,0
pod,1,1,0,0,0,0
"dried and preserved flowers eryngium dusk blue ",1,1,0,0,1,0
gypsophilia (babys breath) xlence (big head size) 10 st/bu,0,1,0,0,1,0
blooming branch,1,1,0,0,0,1
cattails cattails,0,5,0,0,5,0
aly rose,1,2,0,0,0,2
foliage paradise,1,1,0,0,0,1
cuban,1,1,0,0,0,1
snapdragons peach,0,1,0,0,0,0
miyabi,2,2,0,0,0,2
sandy cream rose,1,1,0,0,0,1
peach spray,1,1,0,0,0,1
sto k,1,1,0,0,0,1
spray roses be amazing,1,2,0,0,2,0
pink garden rose,6,14,0,0,0,5
dahlias hybrid white quartz,0,2,0,0,2,0
" orange",1,1,0,0,0,1
limonium safora oshi pink,0,1,0,0,1,0
"spray rouses ",1,1,0,0,0,1
antique green hydrangea,1,1,0,0,0,1
mothers,1,1,0,0,0,1
alstroemeria hot pepper,1,1,0,0,1,0
anemone mistral soft purple,1,3,0,0,3,0
garden pink roses,1,1,0,0,0,1
fern davalia,1,1,0,0,1,0
balls,1,1,0,0,0,1
orchids,13,26,0,0,0,17
"dmf - amaranthus fall assorted (2bch hanging green, 2bch hanging red, 2bch  upright red, 2bch uprigh",1,1,0,0,1,0
"dried and preserved flowers ruscus (italian) bleached ",1,1,0,0,1,0
hydrangea antique rose  premium ( 18-19 cm) (antique white shades pink),1,1,0,0,1,0
dried and preserved flowers  statice rose,1,1,0,0,1,0
white hydrangea flower,1,1,0,0,0,1
plumosa,4,13,0,0,0,10
kang,0,1,0,0,0,1
transvaal daisy,0,1,0,0,0,0
also,1,1,0,0,0,1
butterfly hades,1,1,0,0,1,0
"blue  ",1,1,0,0,0,0
garden roses wild moments,0,1,0,0,1,0
success,1,1,0,0,0,1
"white babys breath ",0,1,0,0,0,0
spray roses white,1,1,0,0,0,0
pink floyd,6,7,0,0,2,5
"pittosporum assorted ",1,1,0,0,1,0
garden roses mayras bright,0,1,0,0,1,0
lavender fields mood board,0,2,0,0,0,2
roses alquimia,1,1,0,0,1,0
"white stargazer lilies ",0,1,0,0,0,0
gypso,0,1,0,0,0,1
gerbera shimmer,0,1,0,0,0,0
escimo,4,5,0,0,0,2
blue hydrangeas,1,3,0,0,0,2
hve spray roses,1,1,0,0,0,1
symbol (dark/muted peach),2,3,0,0,0,0
gypsophillia,1,1,0,0,0,0
freesia single mustard,1,1,0,0,1,0
queen anne,6,10,0,0,0,5
mixed greens,1,5,0,0,0,0
star blush,1,2,0,0,0,2
"roses assorted (25 hot pink, orange, yellow, yellow bicolor)",1,1,0,0,1,0
preserved hydrangea,1,1,0,0,0,1
bird,1,3,0,0,0,3
rununculus box,1,1,0,0,0,0
ranunculus choco,1,2,0,0,0,2
garden roses brujas,1,2,0,0,2,0
white snap,1,1,0,0,0,1
spray roses sahara sensation,1,1,0,0,0,1
last,1,1,0,0,0,1
orange roses,5,6,0,0,0,3
cymbidium spray brown (8+ blooms),0,1,0,0,1,0
lysianthus white,1,1,0,0,0,1
emerald hydrangea,1,1,0,0,0,1
chrysanthemum spray pom cushion bonita,1,1,0,0,1,0
roses bumblebee,0,1,0,0,1,0
"dianthus assorted ",1,1,0,0,1,0
phalaenopsis,4,4,0,0,0,3
purple daisy,1,2,0,0,0,1
"mixed flowers ",1,2,0,0,0,2
pom,4,7,0,0,0,4
blooming branches,1,1,0,0,0,1
roses tinted/dyed toppings blue night cinderella,2,4,0,0,4,0
bleached amaranth,1,2,0,0,0,2
coral charm rose,0,1,0,0,0,1
carnation exclusive japanese poly minam,0,2,0,0,0,0
roses impression,1,1,0,0,1,0
david austin garden roses leonara (ella) *fragrance*,0,1,0,0,1,0
bluw hyd,1,1,0,0,0,1
"seeded eucalyptus ",1,4,0,0,0,1
queen anne lace,1,2,0,0,0,1
cream paiget,0,4,0,0,0,0
roses azahara,0,1,0,0,1,0
"amaranth ",0,2,0,0,0,0
"hanami assorted (25 roses light pink, peach, 20 delphinium spray blush, veronicas pink, 10 rumex gre",1,2,0,0,0,0
dried lavender,0,1,0,0,0,0
bouquets efg elm - alstro rose freedom (12 roses red + 6 alstro white) 18 st/bqt,1,1,0,0,1,0
blackberry burst purple,1,1,0,0,0,0
magnolia garland,2,3,0,0,0,3
hydrangea blue premium (18-21 cm),0,1,0,0,1,0
antigua,1,1,0,0,0,1
carnation burendy,1,1,0,0,0,1
lisianthus double rosita pure white,1,1,0,0,1,0
"orchid ",0,1,0,0,0,0
cb plus assorted 60 stems,1,1,0,0,0,0
soft yellow garden rose,1,1,0,0,0,1
green queen annes,1,1,0,0,0,1
garden roses miyabi,1,3,0,0,3,0
"alstro ",1,1,0,0,0,1
"garden ",1,2,0,0,0,2
hot pink roses,2,2,0,0,0,2
helleborus,5,10,0,0,0,9
dried,10,14,0,0,0,11
agn,1,1,0,0,0,1
thlaspi,1,1,0,0,0,1
classic blue hydrangea,1,1,0,0,0,1
asiatic lilies,0,1,0,0,0,0
pink x pression,1,1,0,0,0,0
cremon rossano orange,1,1,0,0,0,0
"sweet peas ",1,2,0,0,0,1
refer,1,1,0,0,0,0
amaranthus curtains red velvet,0,1,0,0,1,0
upright bronze,1,2,0,0,0,0
pale yellow stock,1,1,0,0,0,1
oriental lily,2,4,0,0,0,2
snow white (opening blush with pink accents),2,4,0,0,0,0
real babys breath,1,1,0,0,0,0
magenta,2,3,0,0,0,0
babys  breathe,0,1,0,0,0,0
orange  garden rose,0,1,0,0,0,0
marigold african gold,1,1,0,0,1,0
"assorted (white, blue)",1,1,0,0,1,0
true blue spiral,0,2,0,0,0,0
chrysanthemum spray pom novelty insigne,1,1,0,0,1,0
peony red,0,1,0,0,0,0
anthur,1,1,0,0,0,1
plum,1,1,0,0,0,1
bouquets round maui medium tropical 21 stbox mixed 50cm,2,2,0,0,0,2
floreana,1,1,0,0,1,0
"dianthus ",1,7,0,0,0,1
"light blue delphinium ",2,3,0,0,0,2
antique green select (14-16 cm),2,4,0,0,0,0
roses christmas assorted,1,1,0,0,1,0
peppermint,1,3,0,0,0,0
dianthus amazon neon cherry,1,5,0,0,5,0
whi calla,1,1,0,0,0,1
lavender camp,1,1,0,0,0,1
"ruscus red (airbrushed) (tinted/ dyed) ",1,1,0,0,1,0
forget-me-not blue,3,6,0,0,6,0
calla's green leaves,1,2,0,0,2,0
anemone bayola (blue-purple),2,4,0,0,4,0
hot pink ranunculus,1,2,0,0,0,2
"tulip - iris assorted (50 tulips 30 cm, iris 40 cm) 100 st/box",1,1,0,0,0,0
amaranthus hanging,2,3,0,0,0,3
pic nic,1,1,0,0,0,1
mixed box flc - christmas assorted ( 30 cypress pine 30 hyp red 30 la lilies 30 oriental lilies 30 g,1,1,0,0,1,0
parker,1,2,0,0,0,2
ball mum,2,2,0,0,0,1
babys breath,20,36,0,0,0,17
peony assorted (no white),1,1,0,0,1,0
white spray roses,7,9,0,0,0,5
"lily ",1,1,0,0,0,1
assorted alstroemeria,1,5,0,0,0,5
white lilie,1,2,0,0,0,2
first lady,0,2,0,0,2,0
coxcomb wine,0,1,0,0,1,0
mixed,10,19,0,0,0,14
"mixed box assorted box christmas (100 stars of beth, 10 hydr wh, 20 hydr gr)",1,2,0,0,2,0
gypsophilia (babys breath) cosmic (bouquet grade),1,6,0,0,6,0
roses freedom (russian cut),2,2,0,0,2,0
nigella blue,2,4,0,0,4,0
hibiscus pods,0,1,0,0,1,0
garden roseg,1,1,0,0,0,0
rainbow roses,2,6,0,0,0,1
"bouquets efg - peach green medium (2 green button, 1 peach roses, 1 lepidium, 1 peach spray roses, 2",0,2,0,0,2,0
david austin,5,8,0,0,0,3
smilax southern smilax 150 ft,1,2,0,0,2,0
alstomeria,1,1,0,0,0,1
" roses orange",1,1,0,0,0,1
white mini cala,1,1,0,0,0,1
spring skies,1,1,0,0,0,1
million star,1,1,0,0,0,1
ivory rose,1,1,0,0,0,0
"ivy ",0,1,0,0,0,0
david austin garden roses beatrice,1,2,0,0,0,2
penny,2,2,0,0,0,2
mayras red,1,1,0,0,0,1
roses assorted (no red),0,1,0,0,1,0
chrysanthemum disbuds/ mums cremon red,1,1,0,0,1,0
hellebor,1,2,0,0,0,0
assorted greenery,0,1,0,0,0,1
lavendar mum,1,1,0,0,0,0
white modern,1,1,0,0,0,0
mariachi white,1,1,0,0,0,0
kale,5,10,0,0,0,7
"garden roses copperfield summerhouse ",0,1,0,0,1,0
"eucalyptus blue gum ",1,2,0,0,2,0
pink hydrangeas,1,2,0,0,0,0
spray pom,0,1,0,0,0,0
apricot,1,2,0,0,0,0
stock spray double lavender,1,1,0,0,1,0
"spray roses  ",1,1,0,0,0,0
freedom roses,1,1,0,0,0,1
scabiosa blue,2,2,0,0,1,1
iris blue,1,1,0,0,1,0
" hydrangea",1,2,0,0,0,1
white flowers,5,7,0,0,0,6
roses tie dye,3,4,0,0,4,0
english garden mood board,2,6,0,0,0,6
"daisy ",3,5,0,0,0,2
black rose,2,10,0,0,0,6
oncidium,3,8,0,0,0,7
"assorted box aga - valentine #3 (queen mayra 10 elegance red 20 hearts 25 elegance white 20 solomio ",0,1,0,0,1,0
" ",1,3,0,0,0,3
"amaranthus ",3,4,0,0,0,2
ranunculus butterfly lycia,1,2,0,0,2,0
aga combo,1,2,0,0,0,0
free spirit roses,1,1,0,0,0,1
leaves,2,3,0,0,0,1
garden roses  peach copperfield,1,5,0,0,5,0
yellow mini carn,1,1,0,0,0,1
blue purple,1,1,0,0,0,0
roses lavender,2,3,0,0,3,0
linette,3,4,0,0,0,3
lilies oriental amistad (double) 3/5 bl,1,1,0,0,1,0
butto,0,1,0,0,0,1
mocha rose,1,1,0,0,0,1
carnation bernard,1,1,0,0,1,0
blue delphiniums,1,1,0,0,0,1
roses high & bonita,0,4,0,0,4,0
"greenery ",4,5,0,0,0,2
hydrangea tinted afr - christmas red peppermint select (airbrushed) (tinted/ dyed),1,1,0,0,1,0
gyp 750,0,1,0,0,0,1
trendinghomepage,1,1,0,0,0,1
altair,0,1,0,0,1,0
"babys ",1,3,0,0,0,3
dendrobium 5n (stem),1,1,0,0,1,0
spray mum,1,1,0,0,0,0
bon bon vainilla,2,2,0,0,0,1
alstroemeria orange,0,1,0,0,1,0
red panther,1,1,0,0,0,1
qal,1,1,0,0,0,0
ranunculus amandine light pink,1,4,0,0,4,0
assortedroses,1,1,0,0,0,0
roses tiffany,1,2,0,0,2,0
blooming branches prunus cherry (white / pink),1,5,0,0,5,0
" heart roses",1,1,0,0,0,1
calla's white flirt,0,2,0,0,2,0
roses burgandy,1,1,0,0,0,1
mint,2,4,0,0,0,3
"grasses lilly grass ",1,4,0,0,4,0
aster white,1,1,0,0,0,0
aster  michael,1,1,0,0,1,0
freesia single tropical,1,2,0,0,2,0
white branch,1,1,0,0,0,1
hydrangea antique purple select (14-16 cm),1,1,0,0,1,0
hydrangea antique apple premium (18 cm) exclusive grown / cannot be cancelled,0,1,0,0,1,0
mini carnation (spray) aragon,1,2,0,0,2,0
hamada,1,1,0,0,0,1
purple real,1,1,0,0,0,1
sweet peas fall assorted,0,2,0,0,2,0
peony coral,1,1,0,0,0,0
pink lily,2,2,0,0,0,2
moon aqua,1,1,0,0,0,1
scabiosa white,0,1,0,0,0,1
rose idilia,1,1,0,0,0,1
gypsophilia (babys breath) gypsophilia xlence mauve 250 gr. (tinted/ dyed) 6 st/bu,0,2,0,0,2,0
yellow roses yell o roses,0,1,0,0,0,0
smilax smilax (table grade),4,5,0,0,5,0
" white  garden rose",1,1,0,0,0,0
farm,1,2,0,0,0,0
"blue thistle ",1,1,0,0,0,0
garden roses red,1,1,0,0,0,1
assorted,24,62,0,0,0,21
garden bridal jewel,1,2,0,0,2,0
purple filler,1,1,0,0,0,1
garden roses pride of jane,1,7,0,0,7,0
double lily,1,1,0,0,0,1
belladonna light blue,1,1,0,0,0,0
seasonalhomepage,2,6,0,0,0,6
allium drumstick,0,3,0,0,3,0
antique hydrantea,1,2,0,0,0,2
toss petals,1,1,0,0,0,1
be sweet,0,1,0,0,0,0
aster solidago golden glory,3,3,0,0,3,0
depression,1,1,0,0,0,1
larkspur qis white,1,2,0,0,2,0
brown rose,1,1,0,0,0,0
perfcetion alstro,1,1,0,0,0,1
roses bridal akito,1,3,0,0,3,0
green amaranth,1,1,0,0,0,1
mix box,1,3,0,0,0,0
babies breath,6,13,0,0,0,9
"matricaria (feverfew) matricaria ",2,3,0,0,3,0
superbowl,0,1,0,0,0,0
double tulip,1,1,0,0,0,1
garden roses country garden,1,1,0,0,1,0
blue select (15- 17 cm),3,4,0,0,0,0
"bouquets efg flo - spark of love (2 carnation or spray carnation pink, 1 cocculus green, 1 mini call",1,1,0,0,1,0
light blue delphinium,3,7,0,0,0,1
carnation lege pink,1,1,0,0,1,0
"brides bouquet ",1,1,0,0,0,1
roses blizzard,1,1,0,0,1,0
dianthus star snow tessino,2,2,0,0,2,0
bouquets nev - red vibrations 20 st ( 12 roses red 2 leather leaf 1 gyp 3 ruscus 2 euc baby blue ),0,1,0,0,1,0
bouquets aga  bloom pink 28st,1,1,0,0,0,1
antique,0,2,0,0,0,1
delphinium elatum black velvet,1,1,0,0,1,0
flower bars,0,1,0,0,0,0
prosperity,1,1,0,0,0,1
dyed blue,1,1,0,0,0,1
xanadu,1,2,0,0,0,2
navy roses,0,2,0,0,0,0
italian ru,1,2,0,0,0,2
yellow rose petals,1,3,0,0,0,3
dendrobium double lei white,0,1,0,0,1,0
hydrangea antique,2,2,0,0,0,1
mixed box carnation assorted 25 redwhpknov 55,1,1,0,0,0,1
garden roses country louise (pink-peach),1,1,0,0,1,0
roses assorted  (4 colors),0,1,0,0,1,0
ranunculus cappacino,0,1,0,0,0,1
roses amnesia,3,3,0,0,3,0
mum royal glamour,1,1,0,0,0,1
myrtle,1,1,0,0,0,0
spray stock,2,5,0,0,0,0
"antique green premium (18-19 cm) ",1,2,0,0,0,0
roses bluez,0,2,0,0,2,0
foliage branches,1,1,0,0,0,0
proteas,1,1,0,0,0,0
white lentens roses,1,1,0,0,0,1
agapant,1,3,0,0,0,3
"smoke bush cotinus foliage ",2,2,0,0,2,0
sunflowes,1,1,0,0,0,1
white oriental lillies,1,1,0,0,0,1
amnesa,1,1,0,0,0,1
peach pink roses,1,1,0,0,0,1
garden roses country home,1,2,0,0,2,0
scoop,1,1,0,0,0,0
"mixed box hanami assorted (25 roses light pink, peach, 20 delphinium spray blush, veronicas pink, 10",1,4,0,0,4,0
lilies oriental roselily anouska (double) 2/3 bl,1,2,0,0,2,0
blackberry,1,1,0,0,0,0
japanese minami,0,1,0,0,0,0
cascade hydrangea,1,4,0,0,0,0
blu roses,1,2,0,0,0,0
daffodils novelty (double) yellow,1,1,0,0,1,0
garden roses peonikiss,3,12,0,0,12,0
cala lily,0,2,0,0,0,0
mothers day bouquet,1,1,0,0,0,1
spray rose peach,1,3,0,0,0,3
green filler,1,2,0,0,0,0
"mixed box ",1,4,0,0,0,4
pink peony,1,1,0,0,0,0
mariachi pink,2,4,0,0,0,0
dusty miller,4,8,0,0,0,7
scabiosa bon bon focal scoop french vanilla,1,2,0,0,2,0
alstro white,1,1,0,0,0,1
rose petals assorted (600 petals/ plastic bag),1,1,0,0,1,0
anamone,1,1,0,0,0,0
pink expression roses,0,3,0,0,0,3
flower petals,1,1,0,0,0,1
antonia,1,1,0,0,0,1
gerbera large flowered pink elegance,0,1,0,0,1,0
lavender rose,6,7,0,0,0,5
"proud ",2,3,0,0,0,0
expression,2,2,0,0,0,2
hydrangea blue premium,1,1,0,0,0,1
novia,1,1,0,0,0,1
succulent,12,14,0,0,0,14
large calla,1,2,0,0,0,0
scabiosa focal baby pink,1,14,0,0,14,0
anemone assorted .,1,5,0,0,5,0
eucalyptus garland,1,3,0,0,0,3
garden roses caramel antike,1,1,0,0,1,0
pink floyd roses,1,4,0,0,0,4
brown,5,6,0,0,0,4
gypsophilia (babys breath) xlence black 250 gr. (tinted/ dyed) 8 st/bu,1,1,0,0,1,0
"burnt orange ",1,1,0,0,0,0
david austin garden roses edith *fragrance*,1,2,0,0,2,0
yellow ros s,1,1,0,0,0,0
dried and preserved flowers bunny tail dark brown,0,1,0,0,1,0
red berries,0,1,0,0,0,0
"bouquets etz - best mom ever (1 hydrangea white, 3 green ball, 4 pom natural pink, 3 statice purple,",1,1,0,0,1,0
light yellow flowers,0,1,0,0,0,1
buttercup rose,1,1,0,0,0,1
blush rose,5,5,0,0,0,4
"gladiolus ",1,1,0,0,0,0
